,predicted,predicted labal,true label,fold,iteration,index,model,encoding,smiles
74,-0.4539288230250672,0,0,0,0,0,NSK_linear,MACCS,Nc1ccccc1C(=O)OC/C=C/c1ccccc1
75,-0.4152807175894556,0,0,0,0,1,NSK_linear,MACCS,Nc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1
76,1.3676518393991381,1,0,0,0,2,NSK_linear,MACCS,Nc1c(O)cccc1[N+](=O)[O-]
77,-1.0372572871962547,0,0,0,0,3,NSK_linear,MACCS,Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O
78,-0.4582668793052519,0,0,0,0,4,NSK_linear,MACCS,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H](n4cnc5c(N)ncnc54)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)n1
79,-1.3279082620025222,0,0,0,0,5,NSK_linear,MACCS,Nc1ccccc1C(F)(F)F
80,0.14513308825294713,1,0,0,0,6,NSK_linear,MACCS,Nc1c(S(=O)(=O)[O-])cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O
81,-1.7040775723498847,0,0,0,0,7,NSK_linear,MACCS,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
82,0.9169237937161946,1,0,0,0,8,NSK_linear,MACCS,Nc1ccc2c(=O)[nH]sc2c1
83,-0.3995805605256405,0,0,0,0,9,NSK_linear,MACCS,Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
84,0.20162437959837998,1,0,0,0,10,NSK_linear,MACCS,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1
85,0.7247531723299571,1,0,0,0,11,NSK_linear,MACCS,Nc1c(O)ccc2ccccc12
86,-2.9207742654424402,0,0,0,0,12,NSK_linear,MACCS,Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl
87,-1.2902323671227989,0,1,0,0,13,NSK_linear,MACCS,Nc1ccc(NOS(=O)(=O)O)cc1Cl
88,0.9615029784212482,1,1,0,0,14,NSK_linear,MACCS,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
89,0.8423106466270313,1,1,0,0,15,NSK_linear,MACCS,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
90,1.2760349314107993,1,1,0,0,16,NSK_linear,MACCS,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1
91,1.0545717235770953,1,1,0,0,17,NSK_linear,MACCS,Nc1cccc2c(N)cccc12
92,-2.301390811965293,0,1,0,0,18,NSK_linear,MACCS,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
93,0.6167962984651935,1,1,0,0,19,NSK_linear,MACCS,Nc1nc2ccc([N+](=O)[O-])cc2s1
94,1.104198519333531,1,1,0,0,20,NSK_linear,MACCS,Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43
95,2.6134041069198988,1,1,0,0,21,NSK_linear,MACCS,Nc1ccc(N=Nc2cccc(N)c2N)cc1
96,1.061802516394832,1,1,0,0,22,NSK_linear,MACCS,Nc1ccc(N=Nc2ccccc2)c(N)n1
97,0.19086383922328742,1,1,0,0,23,NSK_linear,MACCS,Nc1ccc(N)cc1
98,0.15004746371067046,1,1,0,0,24,NSK_linear,MACCS,Nc1ccc(O)c(N)c1
99,1.2438304868205075,1,1,0,0,25,NSK_linear,MACCS,Nc1ccc2c(c1)Cc1ccccc1-2
100,0.26467883956761795,1,1,0,0,26,NSK_linear,MACCS,Nc1nc2c(s1)CCc1ncccc1-2
101,0.8041414717735503,1,1,0,0,27,NSK_linear,MACCS,Nc1ccc2ccc3cccc4ccc1c2c34
102,1.1414079447882868,1,1,0,0,28,NSK_linear,MACCS,Nc1cccc2ncc(F)cc12
103,-1.3253650395174015,0,1,0,0,29,NSK_linear,MACCS,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1
104,1.502218017800128,1,1,0,0,30,NSK_linear,MACCS,Nc1c2cc([N+](=O)[O-])ccc2nc2ccc([N+](=O)[O-])cc12
105,0.15004746371067046,1,1,0,0,31,NSK_linear,MACCS,Nc1ccc(O)c(N)c1
106,2.2466654047131946,1,1,0,0,32,NSK_linear,MACCS,Nc1cc([N+](=O)[O-])c(N)cc1F
107,2.447558346225117,1,1,0,0,33,NSK_linear,MACCS,Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1
108,1.1987640182701584,1,1,0,0,34,NSK_linear,MACCS,Nc1cccc2c1-c1ccccc1C2
109,1.6279994945187486,1,1,0,0,35,NSK_linear,MACCS,Nc1ccc(Sc2ccc(N)cc2)cc1
110,2.135340530018625,1,1,0,0,36,NSK_linear,MACCS,Nc1cc([N+](=O)[O-])c(-c2ccccc2)c([N+](=O)[O-])c1
629,-0.5275306812897481,0,0,1,0,0,NSK_linear,MACCS,Nc1cccc(Cl)c1
630,-1.2680663867683948,0,0,1,0,1,NSK_linear,MACCS,Nc1c(O)cccc1C(=O)O
631,-0.7131823995439798,0,0,1,0,2,NSK_linear,MACCS,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
632,-0.5272397539488004,0,0,1,0,3,NSK_linear,MACCS,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1
633,-1.867323498669752,0,0,1,0,4,NSK_linear,MACCS,Nc1c(S(=O)(=O)O)cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O
634,-0.14813926345267425,0,0,1,0,5,NSK_linear,MACCS,Nc1ccccc1C(=O)CC(N)C(=O)O
635,-0.19694985124055714,0,0,1,0,6,NSK_linear,MACCS,Nc1nc2c(Cl)cccc2s1
636,-3.3442511253216023,0,0,1,0,7,NSK_linear,MACCS,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1CCCl
637,-0.04672926827915551,0,0,1,0,8,NSK_linear,MACCS,Nc1ccc(S(=O)(=O)[O-])c2ccccc12
638,-0.5272397539488004,0,0,1,0,9,NSK_linear,MACCS,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
639,-1.234351652866382,0,0,1,0,10,NSK_linear,MACCS,Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1
640,1.9167517432540833,1,0,1,0,11,NSK_linear,MACCS,Nc1cccc([N+](=O)[O-])c1O
