predicted,predicted labal,true label,fold,iteration,index,model,encoding,smiles
-0.6056313333621015,0,0,0,0,0,sMIL_polynomial,MACCS,Nc1ccccc1C(=O)OC/C=C/c1ccccc1
1.2768316055644566,1,0,0,0,1,sMIL_polynomial,MACCS,Nc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1
1.8498051187099376,1,0,0,0,2,sMIL_polynomial,MACCS,Nc1c(O)cccc1[N+](=O)[O-]
-0.5697466970268297,0,0,0,0,3,sMIL_polynomial,MACCS,Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O
4.245271204080844,1,0,0,0,4,sMIL_polynomial,MACCS,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H](n4cnc5c(N)ncnc54)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)n1
0.5576291517144145,1,0,0,0,5,sMIL_polynomial,MACCS,Nc1ccccc1C(F)(F)F
0.07663667250478379,1,0,0,0,6,sMIL_polynomial,MACCS,Nc1c(S(=O)(=O)[O-])cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O
1.622121226755105,1,0,0,0,7,sMIL_polynomial,MACCS,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
1.9901519680636228,1,0,0,0,8,sMIL_polynomial,MACCS,Nc1ccc2c(=O)[nH]sc2c1
-1.925345430263967,0,0,0,0,9,sMIL_polynomial,MACCS,Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
1.2809983860541594,1,0,0,0,10,sMIL_polynomial,MACCS,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1
-2.8801924941828574,0,0,0,0,11,sMIL_polynomial,MACCS,Nc1c(O)ccc2ccccc12
-5.21052573409419,0,0,0,0,12,sMIL_polynomial,MACCS,Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl
-10.522540352802636,0,1,0,0,13,sMIL_polynomial,MACCS,Nc1ccc(NOS(=O)(=O)O)cc1Cl
4.157406946606777,1,1,0,0,14,sMIL_polynomial,MACCS,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
-0.5696301776922577,0,1,0,0,15,sMIL_polynomial,MACCS,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
-0.025658358565893602,0,1,0,0,16,sMIL_polynomial,MACCS,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1
0.3028878158543209,1,1,0,0,17,sMIL_polynomial,MACCS,Nc1cccc2c(N)cccc12
0.7863729681750582,1,1,0,0,18,sMIL_polynomial,MACCS,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
1.2924711015354917,1,1,0,0,19,sMIL_polynomial,MACCS,Nc1nc2ccc([N+](=O)[O-])cc2s1
0.5701272823926311,1,1,0,0,20,sMIL_polynomial,MACCS,Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43
1.1236667434232215,1,1,0,0,21,sMIL_polynomial,MACCS,Nc1ccc(N=Nc2cccc(N)c2N)cc1
4.89681178363959,1,1,0,0,22,sMIL_polynomial,MACCS,Nc1ccc(N=Nc2ccccc2)c(N)n1
-0.05449720393154034,0,1,0,0,23,sMIL_polynomial,MACCS,Nc1ccc(N)cc1
3.4248898143114097,1,1,0,0,24,sMIL_polynomial,MACCS,Nc1ccc(O)c(N)c1
2.269595424144052,1,1,0,0,25,sMIL_polynomial,MACCS,Nc1ccc2c(c1)Cc1ccccc1-2
0.6326818175518294,1,1,0,0,26,sMIL_polynomial,MACCS,Nc1nc2c(s1)CCc1ncccc1-2
-0.23229271627389658,0,1,0,0,27,sMIL_polynomial,MACCS,Nc1ccc2ccc3cccc4ccc1c2c34
0.5767830721796512,1,1,0,0,28,sMIL_polynomial,MACCS,Nc1cccc2ncc(F)cc12
15.016251165674753,1,1,0,0,29,sMIL_polynomial,MACCS,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1
5.219617154052031,1,1,0,0,30,sMIL_polynomial,MACCS,Nc1c2cc([N+](=O)[O-])ccc2nc2ccc([N+](=O)[O-])cc12
3.4248898143114097,1,1,0,0,31,sMIL_polynomial,MACCS,Nc1ccc(O)c(N)c1
1.3962909331644047,1,1,0,0,32,sMIL_polynomial,MACCS,Nc1cc([N+](=O)[O-])c(N)cc1F
0.7656043928810765,1,1,0,0,33,sMIL_polynomial,MACCS,Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1
2.162760049279756,1,1,0,0,34,sMIL_polynomial,MACCS,Nc1cccc2c1-c1ccccc1C2
0.14282669168144557,1,1,0,0,35,sMIL_polynomial,MACCS,Nc1ccc(Sc2ccc(N)cc2)cc1
8.064877161338682,1,1,0,0,36,sMIL_polynomial,MACCS,Nc1cc([N+](=O)[O-])c(-c2ccccc2)c([N+](=O)[O-])c1
1.8419663323340638,1,0,1,0,0,sMIL_polynomial,MACCS,Nc1cccc(Cl)c1
-0.050682390054398896,0,0,1,0,1,sMIL_polynomial,MACCS,Nc1c(O)cccc1C(=O)O
2.115848566522808,1,0,1,0,2,sMIL_polynomial,MACCS,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
-0.30149250190859544,0,0,1,0,3,sMIL_polynomial,MACCS,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1
-3.5280429933390822,0,0,1,0,4,sMIL_polynomial,MACCS,Nc1c(S(=O)(=O)O)cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O
-0.9146037644080323,0,0,1,0,5,sMIL_polynomial,MACCS,Nc1ccccc1C(=O)CC(N)C(=O)O
-3.4058796517618495,0,0,1,0,6,sMIL_polynomial,MACCS,Nc1nc2c(Cl)cccc2s1
-5.373467897174035,0,0,1,0,7,sMIL_polynomial,MACCS,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1CCCl
-0.4248007487398946,0,0,1,0,8,sMIL_polynomial,MACCS,Nc1ccc(S(=O)(=O)[O-])c2ccccc12
-0.30149250190859544,0,0,1,0,9,sMIL_polynomial,MACCS,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
0.5934828689238525,1,0,1,0,10,sMIL_polynomial,MACCS,Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1
9.058488910639634,1,0,1,0,11,sMIL_polynomial,MACCS,Nc1cccc([N+](=O)[O-])c1O
0.007743851899925103,1,1,1,0,12,sMIL_polynomial,MACCS,Nc1ccn([C@@H]2CC[C@H](CO)O2)c(=O)n1
0.06820592876475362,1,1,1,0,13,sMIL_polynomial,MACCS,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
-0.47842462553445686,0,1,1,0,14,sMIL_polynomial,MACCS,Nc1c(F)cc(-c2cc(F)c(N)c(F)c2)cc1F
0.9922321826387879,1,1,1,0,15,sMIL_polynomial,MACCS,Nc1cc2ccccc2c2ccccc12
0.6416115333632006,1,1,1,0,16,sMIL_polynomial,MACCS,Nc1cc2cccc3ccc4cccc1c4c32
0.8187372093352987,1,1,1,0,17,sMIL_polynomial,MACCS,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1
0.5649900906832845,1,1,1,0,18,sMIL_polynomial,MACCS,Nc1c2ccccc2cc2ccccc12
0.011699646699569355,1,1,1,0,19,sMIL_polynomial,MACCS,Nc1cc(Cl)cc(C(=O)O)c1Cl
6.036203167982996,1,1,1,0,20,sMIL_polynomial,MACCS,Nc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1
13.376018750518847,1,1,1,0,21,sMIL_polynomial,MACCS,Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-]
4.252001310337273,1,1,1,0,22,sMIL_polynomial,MACCS,Nc1ccc(Nc2ccccc2C(=O)O)c([N+](=O)[O-])c1
-0.5702127676990945,0,1,1,0,23,sMIL_polynomial,MACCS,Nc1cc2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)C=C3
1.4078357732090285,1,1,1,0,24,sMIL_polynomial,MACCS,Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O
5.269757222788032,1,1,1,0,25,sMIL_polynomial,MACCS,Nc1ccc2nc3ccccc3nc2c1
5.4634496612680135,1,1,1,0,26,sMIL_polynomial,MACCS,Nc1cccc2nc3ccccc3nc12
1.0931857561884815,1,1,1,0,27,sMIL_polynomial,MACCS,Nc1nc(-c2ccccc2)cs1
-0.23116603408764402,0,1,1,0,28,sMIL_polynomial,MACCS,Nc1cc(Cl)c(N)c(Cl)c1
-1.9778033482381165,0,1,1,0,29,sMIL_polynomial,MACCS,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O
1.8723292704106693,1,1,1,0,30,sMIL_polynomial,MACCS,Nc1ccc2nc3ccc(N)cc3[s+]c2c1
9.775881560658556,1,1,1,0,31,sMIL_polynomial,MACCS,Nc1cc2c(cc1[N+](=O)[O-])[nH]c1ccccc12
1.3745398680541807,1,1,1,0,32,sMIL_polynomial,MACCS,Nc1cccc2c1Cc1ccccc1-2
1.7863991180570131,1,1,1,0,33,sMIL_polynomial,MACCS,Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1
-0.2918361151206821,0,1,1,0,34,sMIL_polynomial,MACCS,Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl
-0.4203902908085644,0,1,1,0,35,sMIL_polynomial,MACCS,Nc1ccc(-c2ccc(N)cc2)cc1
0.9363916767976252,1,1,1,0,36,sMIL_polynomial,MACCS,Nc1ccc2c(c1)-c1cccc3cccc-2c13
0.23605336553116651,1,0,2,0,0,sMIL_polynomial,MACCS,Nc1cccc(C(F)(F)F)c1
-2.8655338758694278,0,0,2,0,1,sMIL_polynomial,MACCS,Nc1cccc2c(=O)[nH][nH]c(=O)c12
0.751421042931459,1,0,2,0,2,sMIL_polynomial,MACCS,Nc1cc(Cl)c(Cl)c(Cl)c1
3.940766974930571,1,0,2,0,3,sMIL_polynomial,MACCS,Nc1cccc([N+](=O)[O-])c1CO
2.069421513296131,1,0,2,0,4,sMIL_polynomial,MACCS,Nc1nc2ncnc-2c[nH]1
-0.15562706745869204,0,0,2,0,5,sMIL_polynomial,MACCS,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1
-3.7667004421455923,0,0,2,0,6,sMIL_polynomial,MACCS,Nc1nc2cc(Cl)c(Cl)cc2s1
-1.109657355557343,0,0,2,0,7,sMIL_polynomial,MACCS,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
0.23414690750874745,1,0,2,0,8,sMIL_polynomial,MACCS,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
-4.030529625447418,0,0,2,0,9,sMIL_polynomial,MACCS,Nc1ccc2ccccc2c1O
1.0925198331553576,1,0,2,0,10,sMIL_polynomial,MACCS,Nc1cc(Cl)ccc1Cl
4.222029216151544,1,0,2,0,11,sMIL_polynomial,MACCS,Nc1nc2ccccc2[nH]1
-0.5404180139109542,0,1,2,0,12,sMIL_polynomial,MACCS,Nc1ccc(CC(=O)O)cc1
2.539962244412332,1,1,2,0,13,sMIL_polynomial,MACCS,Nc1ccc(Oc2ccc(N)c(N)c2)cc1
-0.03452751986117342,0,1,2,0,14,sMIL_polynomial,MACCS,Nc1cc(N)c(O)cc1O
2.9715999422005224,1,1,2,0,15,sMIL_polynomial,MACCS,Nc1ccc(N)c([N+](=O)[O-])c1
-0.18919587167253327,0,1,2,0,16,sMIL_polynomial,MACCS,Nc1ccc(/C=C/c2ccccc2)cc1
0.005480584725436222,1,1,2,0,17,sMIL_polynomial,MACCS,Nc1ccc(-c2ccc(N)c(N)c2)cc1N
-2.175329665868554,0,1,2,0,18,sMIL_polynomial,MACCS,Nc1c2ccccc2nc2ccc(Cl)cc12
-0.6779260670225311,0,1,2,0,19,sMIL_polynomial,MACCS,Nc1cc2nc3ccccc3nc2cc1O
0.300959378013834,1,1,2,0,20,sMIL_polynomial,MACCS,Nc1cc2c3c(cccc3c1)-c1ccccc1-2
-0.07936284175395925,0,1,2,0,21,sMIL_polynomial,MACCS,Nc1cccc2c1C(=O)c1cccc(N)c1C2=O
1.9199176017519692,1,1,2,0,22,sMIL_polynomial,MACCS,Nc1cc([N+](=O)[O-])ccc1O
0.8318864354212601,1,1,2,0,23,sMIL_polynomial,MACCS,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1
0.8907255624395278,1,1,2,0,24,sMIL_polynomial,MACCS,Nc1ccc(-c2ccc(Cl)cc2)cc1
-0.6172248559129915,0,1,2,0,25,sMIL_polynomial,MACCS,Nc1ccc2cc3ccccc3cc2c1
-0.1835367094676683,0,1,2,0,26,sMIL_polynomial,MACCS,Nc1ccc2nc3ccc(N)cc3nc2c1
-0.09942837573484964,0,1,2,0,27,sMIL_polynomial,MACCS,Nc1ccc2c(c1)-c1ccccc1C2
-0.7569776696494213,0,1,2,0,28,sMIL_polynomial,MACCS,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-]
3.298601170227487,1,1,2,0,29,sMIL_polynomial,MACCS,Nc1cc(Cl)c(NCC(O)CO)cc1[N+](=O)[O-]
-0.02774147058771259,0,1,2,0,30,sMIL_polynomial,MACCS,Nc1[nH]cnc2ncnc1-2
5.467781630938284,1,1,2,0,31,sMIL_polynomial,MACCS,Nc1ccc2ccccc2c1N=Nc1ccc([N+](=O)[O-])cc1
-6.945620089615376,0,1,2,0,32,sMIL_polynomial,MACCS,Nc1cc2nc3ccc(Cl)cc3nc2cc1N
2.6328090313064507,1,1,2,0,33,sMIL_polynomial,MACCS,Nc1ccc(NCCO)cc1[N+](=O)[O-]
2.446210193525194,1,1,2,0,34,sMIL_polynomial,MACCS,Nc1ccc(N)c(N)c1
3.5759794544856227,1,1,2,0,35,sMIL_polynomial,MACCS,Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
10.199711672903145,1,1,2,0,36,sMIL_polynomial,MACCS,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c2c1
-11.807748117645865,0,0,3,0,0,sMIL_polynomial,MACCS,Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)c(Cl)c2)cc1Cl
-0.921158773482561,0,0,3,0,1,sMIL_polynomial,MACCS,N=c1ccn2c(n1)O[C@@H]1[C@@H]2O[C@H](CO)[C@H]1O
2.2310392382526807,1,0,3,0,2,sMIL_polynomial,MACCS,Nc1cc(Cl)cc(Cl)c1
-0.14364376832476444,0,0,3,0,3,sMIL_polynomial,MACCS,Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1
