,predicted,predicted labal,true label,fold,iteration,index,model,encoding
0,-0.18154929227478392,0,0,0,0,0,MISVM_linear,Morgan
1,-0.18251613399701502,0,0,0,0,1,MISVM_linear,Morgan
2,-0.12776071830237254,0,0,0,0,2,MISVM_linear,Morgan
3,-0.21586791975934183,0,0,0,0,3,MISVM_linear,Morgan
4,-0.2652459236335841,0,0,0,0,4,MISVM_linear,Morgan
5,-0.15502578082801888,0,0,0,0,5,MISVM_linear,Morgan
6,-0.16804523434379595,0,0,0,0,6,MISVM_linear,Morgan
7,-0.2717838682096052,0,0,0,0,7,MISVM_linear,Morgan
8,-0.14988865791424014,0,0,0,0,8,MISVM_linear,Morgan
9,-0.20131125199917513,0,0,0,0,9,MISVM_linear,Morgan
10,-0.1828836103537637,0,0,0,0,10,MISVM_linear,Morgan
11,-0.1314304532095305,0,0,0,0,11,MISVM_linear,Morgan
12,-0.2888704485253782,0,0,0,0,12,MISVM_linear,Morgan
13,-0.2002130396849588,0,1,0,0,13,MISVM_linear,Morgan
14,-0.1482440729542851,0,1,0,0,14,MISVM_linear,Morgan
15,-0.11723704914198431,0,1,0,0,15,MISVM_linear,Morgan
16,-0.15733793933660883,0,1,0,0,16,MISVM_linear,Morgan
17,-0.11273100295145565,0,1,0,0,17,MISVM_linear,Morgan
18,-0.27021684774297927,0,1,0,0,18,MISVM_linear,Morgan
19,-0.11872128854710215,0,1,0,0,19,MISVM_linear,Morgan
20,-0.11875586683196833,0,1,0,0,20,MISVM_linear,Morgan
21,-0.09561590855962042,0,1,0,0,21,MISVM_linear,Morgan
22,-0.12433634633767632,0,1,0,0,22,MISVM_linear,Morgan
23,-0.12382486649327312,0,1,0,0,23,MISVM_linear,Morgan
24,-0.13211836592078113,0,1,0,0,24,MISVM_linear,Morgan
25,-0.1233955468661515,0,1,0,0,25,MISVM_linear,Morgan
26,-0.1483314073882997,0,1,0,0,26,MISVM_linear,Morgan
27,-0.12526084498699153,0,1,0,0,27,MISVM_linear,Morgan
28,-0.11207547074442487,0,1,0,0,28,MISVM_linear,Morgan
29,-0.1538441990593648,0,1,0,0,29,MISVM_linear,Morgan
30,-0.11418999549123685,0,1,0,0,30,MISVM_linear,Morgan
31,-0.13211836592078113,0,1,0,0,31,MISVM_linear,Morgan
32,-0.11489348712411626,0,1,0,0,32,MISVM_linear,Morgan
33,-0.0896891453100356,0,1,0,0,33,MISVM_linear,Morgan
34,-0.12331557536167848,0,1,0,0,34,MISVM_linear,Morgan
35,-0.12804250849076432,0,1,0,0,35,MISVM_linear,Morgan
36,-0.10045344300372146,0,1,0,0,36,MISVM_linear,Morgan
37,0.05877712099259237,1,0,0,0,0,SIL_linear,Morgan
38,0.06144480638079858,1,0,0,0,1,SIL_linear,Morgan
39,0.15098744327117108,1,0,0,0,2,SIL_linear,Morgan
40,-0.057635009444049166,0,0,0,0,3,SIL_linear,Morgan
41,-0.1452253977609277,0,0,0,0,4,SIL_linear,Morgan
42,0.08063932853040798,1,0,0,0,5,SIL_linear,Morgan
43,0.011726330629483497,1,0,0,0,6,SIL_linear,Morgan
44,-0.16619410063107834,0,0,0,0,7,SIL_linear,Morgan
45,0.10157611117915485,1,0,0,0,8,SIL_linear,Morgan
46,-0.015997152759405248,0,0,0,0,9,SIL_linear,Morgan
47,0.03053135827418326,1,0,0,0,10,SIL_linear,Morgan
48,0.14105375413939386,1,0,0,0,11,SIL_linear,Morgan
49,-0.2403009807265644,0,0,0,0,12,SIL_linear,Morgan
50,-0.006372293082446185,0,1,0,0,13,SIL_linear,Morgan
51,0.13264714907183464,1,1,0,0,14,SIL_linear,Morgan
52,0.14839840184435443,1,1,0,0,15,SIL_linear,Morgan
53,0.10455694026209743,1,1,0,0,16,SIL_linear,Morgan
54,0.16333386785680104,1,1,0,0,17,SIL_linear,Morgan
55,-0.13809107098056878,0,1,0,0,18,SIL_linear,Morgan
56,0.16656626066462296,1,1,0,0,19,SIL_linear,Morgan
57,0.1771555006686751,1,1,0,0,20,SIL_linear,Morgan
58,0.23530988290129182,1,1,0,0,21,SIL_linear,Morgan
59,0.13579375026565424,1,1,0,0,22,SIL_linear,Morgan
60,0.1390597529615124,1,1,0,0,23,SIL_linear,Morgan
61,0.12664467851776978,1,1,0,0,24,SIL_linear,Morgan
62,0.1634650231666336,1,1,0,0,25,SIL_linear,Morgan
63,0.05803405287866372,1,1,0,0,26,SIL_linear,Morgan
