,predicted,predicted labal,true label,fold,iteration,index,model,encoding
0,-0.05811257892777018,0,0,0,0,0,MISVM_linear,Morgan
1,-0.2677264383852661,0,0,0,0,1,MISVM_linear,Morgan
2,-0.1309464541970867,0,0,0,0,2,MISVM_linear,Morgan
3,-0.09220427822325376,0,0,0,0,3,MISVM_linear,Morgan
4,-0.08086687517538799,0,0,0,0,4,MISVM_linear,Morgan
5,-0.16778497430300604,0,0,0,0,5,MISVM_linear,Morgan
6,-0.1526932767975362,0,0,0,0,6,MISVM_linear,Morgan
7,-0.18034417998752303,0,0,0,0,7,MISVM_linear,Morgan
8,-0.08140195145186269,0,0,0,0,8,MISVM_linear,Morgan
9,-0.07360352793413928,0,0,0,0,9,MISVM_linear,Morgan
10,-0.05105858351870099,0,0,0,0,10,MISVM_linear,Morgan
11,-0.08896470263743167,0,0,0,0,11,MISVM_linear,Morgan
12,-0.2677264383852661,0,0,0,0,12,MISVM_linear,Morgan
13,-0.06469958596885665,0,1,0,0,13,MISVM_linear,Morgan
14,-0.047924511775996506,0,1,0,0,14,MISVM_linear,Morgan
15,-0.05451599839738186,0,1,0,0,15,MISVM_linear,Morgan
16,-0.04870090183885335,0,1,0,0,16,MISVM_linear,Morgan
17,-0.038379500157233806,0,1,0,0,17,MISVM_linear,Morgan
18,-0.04405726441857265,0,1,0,0,18,MISVM_linear,Morgan
19,-0.1732856767862999,0,1,0,0,19,MISVM_linear,Morgan
20,-0.059467844645363074,0,1,0,0,20,MISVM_linear,Morgan
21,-0.09766278672476197,0,1,0,0,21,MISVM_linear,Morgan
22,-0.055035830168507285,0,1,0,0,22,MISVM_linear,Morgan
23,-0.05810062665857034,0,1,0,0,23,MISVM_linear,Morgan
24,-0.07693886434027253,0,1,0,0,24,MISVM_linear,Morgan
25,-0.018257064874041856,0,1,0,0,25,MISVM_linear,Morgan
26,-0.0637308972975469,0,1,0,0,26,MISVM_linear,Morgan
27,-0.071317733364598,0,1,0,0,27,MISVM_linear,Morgan
28,-0.023487775752057946,0,1,0,0,28,MISVM_linear,Morgan
29,-0.0651523342088131,0,1,0,0,29,MISVM_linear,Morgan
30,-0.05214826169699911,0,1,0,0,30,MISVM_linear,Morgan
31,-0.1643521406812877,0,1,0,0,31,MISVM_linear,Morgan
32,-0.08075431727437651,0,1,0,0,32,MISVM_linear,Morgan
33,-0.03804353753626048,0,1,0,0,33,MISVM_linear,Morgan
34,-0.021365950883355647,0,1,0,0,34,MISVM_linear,Morgan
35,-0.014120237483176562,0,1,0,0,35,MISVM_linear,Morgan
36,-0.047924511775996506,0,1,0,0,36,MISVM_linear,Morgan
37,0.18419995826012578,1,0,0,0,0,SIL_linear,Morgan
38,-0.2780033589683264,0,0,0,0,1,SIL_linear,Morgan
39,-0.016261307920479726,0,0,0,0,2,SIL_linear,Morgan
40,0.11049673349574451,1,0,0,0,3,SIL_linear,Morgan
41,0.12662380161617737,1,0,0,0,4,SIL_linear,Morgan
42,-0.06345646293535635,0,0,0,0,5,SIL_linear,Morgan
43,-0.03972386289891763,0,0,0,0,6,SIL_linear,Morgan
44,-0.10197512318109977,0,0,0,0,7,SIL_linear,Morgan
45,0.11869508173980145,1,0,0,0,8,SIL_linear,Morgan
