,predicted,predicted labal,true label,fold,iteration,index,model,encoding
0,-0.08943140755908728,0,0,0,0,0,MISVM_linear,Morgan
1,-0.14013021248783689,0,0,0,0,1,MISVM_linear,Morgan
2,-0.12419222216602985,0,0,0,0,2,MISVM_linear,Morgan
3,-0.13225109649259575,0,0,0,0,3,MISVM_linear,Morgan
4,-0.11427339519577831,0,0,0,0,4,MISVM_linear,Morgan
5,-0.1508668821724311,0,0,0,0,5,MISVM_linear,Morgan
6,-0.1604558059940294,0,0,0,0,6,MISVM_linear,Morgan
7,-0.11982620966270452,0,0,0,0,7,MISVM_linear,Morgan
8,-0.10981034293873272,0,0,0,0,8,MISVM_linear,Morgan
9,-0.1419405343547219,0,0,0,0,9,MISVM_linear,Morgan
10,-0.17369261895828253,0,0,0,0,10,MISVM_linear,Morgan
11,-0.08418913213853796,0,0,0,0,11,MISVM_linear,Morgan
12,-0.17630487158705196,0,0,0,0,12,MISVM_linear,Morgan
13,-0.03800762185979248,0,1,0,0,13,MISVM_linear,Morgan
14,-0.07314416331821089,0,1,0,0,14,MISVM_linear,Morgan
15,-0.0756585486604781,0,1,0,0,15,MISVM_linear,Morgan
16,-0.07840957319930518,0,1,0,0,16,MISVM_linear,Morgan
17,-0.04835092069282734,0,1,0,0,17,MISVM_linear,Morgan
18,-0.07401636302334878,0,1,0,0,18,MISVM_linear,Morgan
19,-0.07452949655727026,0,1,0,0,19,MISVM_linear,Morgan
20,-0.09940026001396837,0,1,0,0,20,MISVM_linear,Morgan
21,-0.07074199780565132,0,1,0,0,21,MISVM_linear,Morgan
22,-0.06304362918604253,0,1,0,0,22,MISVM_linear,Morgan
23,-0.061923370578565395,0,1,0,0,23,MISVM_linear,Morgan
24,-0.0976946594038299,0,1,0,0,24,MISVM_linear,Morgan
25,-0.18892260365437233,0,1,0,0,25,MISVM_linear,Morgan
26,-0.07635360281051581,0,1,0,0,26,MISVM_linear,Morgan
27,-0.0664558120673122,0,1,0,0,27,MISVM_linear,Morgan
28,-0.0876002390877919,0,1,0,0,28,MISVM_linear,Morgan
29,-0.06637083720399099,0,1,0,0,29,MISVM_linear,Morgan
30,-0.08315749912647341,0,1,0,0,30,MISVM_linear,Morgan
31,-0.08929245545623431,0,1,0,0,31,MISVM_linear,Morgan
32,-0.07028434657830054,0,1,0,0,32,MISVM_linear,Morgan
33,-0.07303097580153164,0,1,0,0,33,MISVM_linear,Morgan
34,-0.04835092069282734,0,1,0,0,34,MISVM_linear,Morgan
35,-0.09639027496067848,0,1,0,0,35,MISVM_linear,Morgan
36,-0.07314416331821089,0,1,0,0,36,MISVM_linear,Morgan
37,0.11647451382459677,1,0,0,0,0,SIL_linear,Morgan
38,0.008664309400633452,1,0,0,0,1,SIL_linear,Morgan
39,0.03983645058385589,1,0,0,0,2,SIL_linear,Morgan
40,0.05803280672149272,1,0,0,0,3,SIL_linear,Morgan
41,0.07148422177203602,1,0,0,0,4,SIL_linear,Morgan
42,0.012822897138039201,1,0,0,0,5,SIL_linear,Morgan
43,0.0018249613058764508,1,0,0,0,6,SIL_linear,Morgan
44,0.026240388197143312,1,0,0,0,7,SIL_linear,Morgan
45,0.07544601891797795,1,0,0,0,8,SIL_linear,Morgan
46,0.02642327381497514,1,0,0,0,9,SIL_linear,Morgan
47,-0.03621930848104358,0,0,0,0,10,SIL_linear,Morgan
48,0.13637349547307062,1,0,0,0,11,SIL_linear,Morgan
49,-0.004380066445277284,0,0,0,0,12,SIL_linear,Morgan
50,0.1631092744945177,1,1,0,0,13,SIL_linear,Morgan
51,0.1576985669156391,1,1,0,0,14,SIL_linear,Morgan
