,predicted,predicted labal,true label,fold,iteration,index,model,encoding
0,0.009587294296956567,1,0,0,0,0,MISVM_linear,MACCS
1,-0.3529608906660535,0,0,0,0,1,MISVM_linear,MACCS
2,-0.11077409850940152,0,0,0,0,2,MISVM_linear,MACCS
3,-0.06063746277683516,0,0,0,0,3,MISVM_linear,MACCS
4,-0.09158290628864792,0,0,0,0,4,MISVM_linear,MACCS
5,-0.30073267884815225,0,0,0,0,5,MISVM_linear,MACCS
6,-0.13114101122886115,0,0,0,0,6,MISVM_linear,MACCS
7,-0.29801985950430904,0,0,0,0,7,MISVM_linear,MACCS
8,-0.10074816748342828,0,0,0,0,8,MISVM_linear,MACCS
9,-0.06063746277683516,0,0,0,0,9,MISVM_linear,MACCS
10,-0.002788710692279428,0,0,0,0,10,MISVM_linear,MACCS
11,-0.10036268728280036,0,0,0,0,11,MISVM_linear,MACCS
12,-0.3529608906660535,0,0,0,0,12,MISVM_linear,MACCS
13,-0.019820629829719244,0,1,0,0,13,MISVM_linear,MACCS
14,-0.004709894607160342,0,1,0,0,14,MISVM_linear,MACCS
15,0.0038988923771720724,1,1,0,0,15,MISVM_linear,MACCS
16,-0.013147333454279958,0,1,0,0,16,MISVM_linear,MACCS
17,-0.013135864268575992,0,1,0,0,17,MISVM_linear,MACCS
18,-0.017518018006412756,0,1,0,0,18,MISVM_linear,MACCS
19,-0.3150099691703361,0,1,0,0,19,MISVM_linear,MACCS
20,-0.002341572161784017,0,1,0,0,20,MISVM_linear,MACCS
21,-0.0430661035248332,0,1,0,0,21,MISVM_linear,MACCS
22,-0.002341572161784017,0,1,0,0,22,MISVM_linear,MACCS
23,-0.002341572161784017,0,1,0,0,23,MISVM_linear,MACCS
24,-0.06161505730171908,0,1,0,0,24,MISVM_linear,MACCS
25,-0.0484435996420846,0,1,0,0,25,MISVM_linear,MACCS
26,-0.18474101377058616,0,1,0,0,26,MISVM_linear,MACCS
27,-0.013147333454279958,0,1,0,0,27,MISVM_linear,MACCS
28,0.01776573464107345,1,1,0,0,28,MISVM_linear,MACCS
29,-0.08220552397152867,0,1,0,0,29,MISVM_linear,MACCS
30,-0.026020370040602037,0,1,0,0,30,MISVM_linear,MACCS
31,-0.2174156820858505,0,1,0,0,31,MISVM_linear,MACCS
32,-0.18637825303770122,0,1,0,0,32,MISVM_linear,MACCS
33,-0.0410833637638395,0,1,0,0,33,MISVM_linear,MACCS
34,0.020736594265668706,1,1,0,0,34,MISVM_linear,MACCS
35,0.020736594265668706,1,1,0,0,35,MISVM_linear,MACCS
36,-0.004709894607160342,0,1,0,0,36,MISVM_linear,MACCS
37,0.3506308006441668,1,0,0,0,0,SIL_linear,MACCS
38,-0.36621198283813816,0,0,0,0,1,SIL_linear,MACCS
39,-0.004354979632500644,0,0,0,0,2,SIL_linear,MACCS
40,0.1502169094741474,1,0,0,0,3,SIL_linear,MACCS
41,0.10418393032582945,1,0,0,0,4,SIL_linear,MACCS
42,-0.2705894563323427,0,0,0,0,5,SIL_linear,MACCS
43,0.10935256062970158,1,0,0,0,6,SIL_linear,MACCS
44,-0.24956669187406122,0,0,0,0,7,SIL_linear,MACCS
45,0.05199350480104244,1,0,0,0,8,SIL_linear,MACCS
46,0.1502169094741474,1,0,0,0,9,SIL_linear,MACCS
47,0.26987224408137217,1,0,0,0,10,SIL_linear,MACCS
48,0.05850794505368912,1,0,0,0,11,SIL_linear,MACCS
49,-0.36621198283813816,0,0,0,0,12,SIL_linear,MACCS
50,0.212045974596943,1,1,0,0,13,SIL_linear,MACCS
51,0.25412980596777635,1,1,0,0,14,SIL_linear,MACCS
52,0.33410975616245264,1,1,0,0,15,SIL_linear,MACCS
53,0.26524702098477704,1,1,0,0,16,SIL_linear,MACCS
54,0.28491684259253747,1,1,0,0,17,SIL_linear,MACCS
55,0.18907522386818293,1,1,0,0,18,SIL_linear,MACCS
56,-0.2720047966091593,0,1,0,0,19,SIL_linear,MACCS
57,0.26987224408137217,1,1,0,0,20,SIL_linear,MACCS
58,0.1729337674521152,1,1,0,0,21,SIL_linear,MACCS
59,0.26987224408137217,1,1,0,0,22,SIL_linear,MACCS
60,0.26987224408137217,1,1,0,0,23,SIL_linear,MACCS
61,0.14302442049683536,1,1,0,0,24,SIL_linear,MACCS
62,0.26375419022831736,1,1,0,0,25,SIL_linear,MACCS
63,0.07654877793025676,1,1,0,0,26,SIL_linear,MACCS
64,0.26963283292983375,1,1,0,0,27,SIL_linear,MACCS
65,0.3602841942910029,1,1,0,0,28,SIL_linear,MACCS
66,0.12582996773773525,1,1,0,0,29,SIL_linear,MACCS
67,0.1933949593678529,1,1,0,0,30,SIL_linear,MACCS
68,-0.09759923766565876,0,1,0,0,31,SIL_linear,MACCS
69,0.09189469570487643,1,1,0,0,32,SIL_linear,MACCS
70,0.17810503262348726,1,1,0,0,33,SIL_linear,MACCS
71,0.367228395678982,1,1,0,0,34,SIL_linear,MACCS
72,0.367228395678982,1,1,0,0,35,SIL_linear,MACCS
73,0.25412980596777635,1,1,0,0,36,SIL_linear,MACCS
74,1.2348731136072852,1,0,0,0,0,NSK_linear,MACCS
75,-3.013887096001589,0,0,0,0,1,NSK_linear,MACCS
76,1.4752083907835212,1,0,0,0,2,NSK_linear,MACCS
77,-0.1569454786276568,0,0,0,0,3,NSK_linear,MACCS
78,-0.22820881852890795,0,0,0,0,4,NSK_linear,MACCS
79,-2.0013622097046873,0,0,0,0,5,NSK_linear,MACCS
80,-1.0509916815145828,0,0,0,0,6,NSK_linear,MACCS
81,-1.8635591516633792,0,0,0,0,7,NSK_linear,MACCS
82,-1.0068658842538205,0,0,0,0,8,NSK_linear,MACCS
83,-0.13688971213299145,0,0,0,0,9,NSK_linear,MACCS
84,1.6768303834466958,1,0,0,0,10,NSK_linear,MACCS
85,-1.134542987032734,0,0,0,0,11,NSK_linear,MACCS
86,-3.013887096001589,0,0,0,0,12,NSK_linear,MACCS
87,0.6448455983873156,1,1,0,0,13,NSK_linear,MACCS
88,0.9604959626915852,1,1,0,0,14,NSK_linear,MACCS
89,1.5909014201016256,1,1,0,0,15,NSK_linear,MACCS
90,0.4080587035352501,1,1,0,0,16,NSK_linear,MACCS
91,1.564110627010377,1,1,0,0,17,NSK_linear,MACCS
92,0.7240215798050804,1,1,0,0,18,NSK_linear,MACCS
93,-1.9466670465395002,0,1,0,0,19,NSK_linear,MACCS
94,1.636649384543994,1,1,0,0,20,NSK_linear,MACCS
95,0.6197657806162604,1,1,0,0,21,NSK_linear,MACCS
96,1.636649384543994,1,1,0,0,22,NSK_linear,MACCS
97,1.6043312550458326,1,1,0,0,23,NSK_linear,MACCS
98,-0.07342569283820145,0,1,0,0,24,NSK_linear,MACCS
99,1.1558970142777036,1,1,0,0,25,NSK_linear,MACCS
100,1.1370602032633457,1,1,0,0,26,NSK_linear,MACCS
101,0.5407174396413149,1,1,0,0,27,NSK_linear,MACCS
102,1.1362309704991274,1,1,0,0,28,NSK_linear,MACCS
103,-0.4989906756250879,0,1,0,0,29,NSK_linear,MACCS
104,0.605281590843104,1,1,0,0,30,NSK_linear,MACCS
105,-1.0363564154003793,0,1,0,0,31,NSK_linear,MACCS
106,0.04290693833078425,1,1,0,0,32,NSK_linear,MACCS
107,0.3911976618517562,1,1,0,0,33,NSK_linear,MACCS
108,1.4442219002206174,1,1,0,0,34,NSK_linear,MACCS
109,1.3345864663229086,1,1,0,0,35,NSK_linear,MACCS
110,0.9604959626915852,1,1,0,0,36,NSK_linear,MACCS
111,0.9947516848349718,1,0,0,0,0,sbMIL-linear,MACCS
112,-0.46749479266858723,0,0,0,0,1,sbMIL-linear,MACCS
113,-0.35734947489110425,0,0,0,0,2,sbMIL-linear,MACCS
114,-0.5368259982197107,0,0,0,0,3,sbMIL-linear,MACCS
115,-0.5021365860393578,0,0,0,0,4,sbMIL-linear,MACCS
116,-0.48502125224856574,0,0,0,0,5,sbMIL-linear,MACCS
117,0.04130878045456998,1,0,0,0,6,sbMIL-linear,MACCS
118,-0.5143702024666281,0,0,0,0,7,sbMIL-linear,MACCS
119,-0.613685226545676,0,0,0,0,8,sbMIL-linear,MACCS
120,-0.5368259982197107,0,0,0,0,9,sbMIL-linear,MACCS
121,-0.4129063701598617,0,0,0,0,10,sbMIL-linear,MACCS
122,-0.615435469673397,0,0,0,0,11,sbMIL-linear,MACCS
123,-0.46749479266858723,0,0,0,0,12,sbMIL-linear,MACCS
124,-0.21435490399234558,0,1,0,0,13,sbMIL-linear,MACCS
125,-0.4164102744952739,0,1,0,0,14,sbMIL-linear,MACCS
126,-0.31240583338939565,0,1,0,0,15,sbMIL-linear,MACCS
127,-0.12760236469317232,0,1,0,0,16,sbMIL-linear,MACCS
128,-0.3938556978845895,0,1,0,0,17,sbMIL-linear,MACCS
129,1.024240354490523,1,1,0,0,18,sbMIL-linear,MACCS
130,-0.47512593938655184,0,1,0,0,19,sbMIL-linear,MACCS
131,-0.4129063701598617,0,1,0,0,20,sbMIL-linear,MACCS
132,-0.183958187260033,0,1,0,0,21,sbMIL-linear,MACCS
133,-0.4129063701598617,0,1,0,0,22,sbMIL-linear,MACCS
134,-0.4129063701598617,0,1,0,0,23,sbMIL-linear,MACCS
135,-0.5292447753913188,0,1,0,0,24,sbMIL-linear,MACCS
136,1.0339708528884488,1,1,0,0,25,sbMIL-linear,MACCS
137,-0.02857984452263651,0,1,0,0,26,sbMIL-linear,MACCS
138,-0.10569690893754824,0,1,0,0,27,sbMIL-linear,MACCS
139,0.9622607308496525,1,1,0,0,28,sbMIL-linear,MACCS
140,-0.4411908802197352,0,1,0,0,29,sbMIL-linear,MACCS
141,-0.42979942637854673,0,1,0,0,30,sbMIL-linear,MACCS
142,-0.3392874631988728,0,1,0,0,31,sbMIL-linear,MACCS
143,0.021035258775286225,1,1,0,0,32,sbMIL-linear,MACCS
144,-0.45436161324912333,0,1,0,0,33,sbMIL-linear,MACCS
145,-0.14056903351446104,0,1,0,0,34,sbMIL-linear,MACCS
146,-0.14407288046442768,0,1,0,0,35,sbMIL-linear,MACCS
147,-0.4164102744952739,0,1,0,0,36,sbMIL-linear,MACCS
148,1.1395317043757625,1,0,0,0,0,sMIL_linear,MACCS
149,1.4075210479273084,1,0,0,0,1,sMIL_linear,MACCS
150,1.43456521086746,1,0,0,0,2,sMIL_linear,MACCS
151,0.09105313450999619,1,0,0,0,3,sMIL_linear,MACCS
152,0.3806142139921539,1,0,0,0,4,sMIL_linear,MACCS
153,0.42839474001943734,1,0,0,0,5,sMIL_linear,MACCS
154,0.12308820982865909,1,0,0,0,6,sMIL_linear,MACCS
155,0.373886556348224,1,0,0,0,7,sMIL_linear,MACCS
156,0.3243426387286733,1,0,0,0,8,sMIL_linear,MACCS
157,0.23472934991552397,1,0,0,0,9,sMIL_linear,MACCS
158,1.2473895897324936,1,0,0,0,10,sMIL_linear,MACCS
159,0.3138049155737549,1,0,0,0,11,sMIL_linear,MACCS
