predicted,predicted labal,true label,fold,iteration,index,model,encoding,smiles
-0.6496944329945737,0,0,0,0,0,sbMIL-linear,MACCS,Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1
-0.16997539519755323,0,0,0,0,1,sbMIL-linear,MACCS,Nc1ccc2c(=O)[nH]sc2c1
-0.23905349217095861,0,0,0,0,2,sbMIL-linear,MACCS,Nc1nc2ncnc-2c[nH]1
-0.523481325060013,0,0,0,0,3,sbMIL-linear,MACCS,Nc1cc(S(=O)(=O)O)ccc1O
-0.6117248327264357,0,0,0,0,4,sbMIL-linear,MACCS,Nc1ccccc1Cl
-0.6226083560702584,0,0,0,0,5,sbMIL-linear,MACCS,Nc1ccccc1C(=O)OC1CCCCC1
-0.5252960849433148,0,0,0,0,6,sbMIL-linear,MACCS,Nc1ccc(S(=O)(=O)[O-])cc1
-0.4354833003194821,0,0,0,0,7,sbMIL-linear,MACCS,Nc1nc(O)nc2c1ncn2C1OC(CO)C(O)C1O
-0.2662464098599997,0,0,0,0,8,sbMIL-linear,MACCS,Nc1c2ccccc2nc2ccccc12
-0.5312792192298368,0,0,0,0,9,sbMIL-linear,MACCS,Nc1nc[nH]n1
-0.3170256540771672,0,0,0,0,10,sbMIL-linear,MACCS,Nc1nc2ccccc2[nH]1
-0.6332860993252132,0,0,0,0,11,sbMIL-linear,MACCS,Nc1cc(Cl)cc(Cl)c1O
0.8957378143267727,1,0,0,0,12,sbMIL-linear,MACCS,Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1N=Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-]
1.2334183319306586,1,1,0,0,13,sbMIL-linear,MACCS,Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c12
0.06794239789851009,1,1,0,0,14,sbMIL-linear,MACCS,Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1
-0.051821913441503775,0,1,0,0,15,sbMIL-linear,MACCS,Nc1nc(NO)c2ncn(C3OC(CO)C(O)C3O)c2n1
0.7910433864970441,1,1,0,0,16,sbMIL-linear,MACCS,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
0.920125032670303,1,1,0,0,17,sbMIL-linear,MACCS,Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1
-0.5549198539823905,0,1,0,0,18,sbMIL-linear,MACCS,Nc1ccc(-c2ccc(Cl)cc2)cc1
0.8429971188202758,1,1,0,0,19,sbMIL-linear,MACCS,Nc1cc([N+](=O)[O-])ccc1O
0.10735258517276058,1,1,0,0,20,sbMIL-linear,MACCS,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4ccc(O)cc4)cc3)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12
-0.4732018767312918,0,1,0,0,21,sbMIL-linear,MACCS,Nc1ccc2ccc3cccc4ccc1c2c34
-0.15268164967824593,0,1,0,0,22,sbMIL-linear,MACCS,Nc1ccc2sncc2c1
-0.2662464098599997,0,1,0,0,23,sbMIL-linear,MACCS,Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1
0.8154941712516173,1,1,0,0,24,sbMIL-linear,MACCS,Nc1cc([N+](=O)[O-])cc(Cl)c1O
-0.4225301066495444,0,1,0,0,25,sbMIL-linear,MACCS,Nc1nccs1
0.1303373922189799,1,1,0,0,26,sbMIL-linear,MACCS,Nc1ccc2nc3ccccn3c2n1
-0.3049760099698968,0,1,0,0,27,sbMIL-linear,MACCS,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O
-0.4732018767312918,0,1,0,0,28,sbMIL-linear,MACCS,Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43
-0.38660741773015883,0,1,0,0,29,sbMIL-linear,MACCS,Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O
-0.7329645810260843,0,1,0,0,30,sbMIL-linear,MACCS,Nc1nc2cc(O)ccc2[nH]1
-0.09488324975378903,0,1,0,0,31,sbMIL-linear,MACCS,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c2c1
-0.18776760369810752,0,1,0,0,32,sbMIL-linear,MACCS,Nc1ccc2c(n1)[nH]c1ccccc12
-0.4732018767312918,0,1,0,0,33,sbMIL-linear,MACCS,Nc1cccc2ccccc12
0.058718477220102816,1,1,0,0,34,sbMIL-linear,MACCS,Nc1snc2c(Cl)cc(Cl)cc12
-0.2581662694814886,0,1,0,0,35,sbMIL-linear,MACCS,Nc1cnc2ccc3ccccc3c2c1
0.13481120310730876,1,1,0,0,36,sbMIL-linear,MACCS,Nc1cnc2c(c1)nc1ccccn12
-0.45661995506579794,0,0,1,0,0,sbMIL-linear,MACCS,Nc1nc(N)nc(NC2CC2)n1
-0.5282017188018526,0,0,1,0,1,sbMIL-linear,MACCS,Nc1ccc(O)c(C(=O)O)c1
0.24069936789213353,1,0,1,0,2,sbMIL-linear,MACCS,Nc1cnn(-c2ccccc2)c(=O)c1Cl
-0.5526214545379854,0,0,1,0,3,sbMIL-linear,MACCS,Nc1ccc(O)cc1
0.15959605631965246,1,0,1,0,4,sbMIL-linear,MACCS,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
-0.3699318859587686,0,0,1,0,5,sbMIL-linear,MACCS,Nc1ccc(S(=O)(=O)[O-])c2ccccc12
0.3609000849979517,1,0,1,0,6,sbMIL-linear,MACCS,Nc1c(C(=O)N/N=C/c2ccccc2)[nH]c2ccccc12
-0.3699489556926613,0,0,1,0,7,sbMIL-linear,MACCS,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
-0.5003314604240623,0,0,1,0,8,sbMIL-linear,MACCS,Nc1ccccc1C(=O)O
-0.635985719183257,0,0,1,0,9,sbMIL-linear,MACCS,Nc1cc(-c2ccncc2)cnc1O
-0.41532360198343155,0,0,1,0,10,sbMIL-linear,MACCS,Nc1c(O)ccc2ccccc12
-0.4702755749885718,0,0,1,0,11,sbMIL-linear,MACCS,Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1
-0.5345866227631404,0,0,1,0,12,sbMIL-linear,MACCS,Nc1ccc(C(=O)O)cc1
-0.2580104605908815,0,1,1,0,13,sbMIL-linear,MACCS,Nc1cccc2cccc(N)c12
-0.39502212101138356,0,1,1,0,14,sbMIL-linear,MACCS,Nc1cc2c3c(cccc3c1)-c1ccccc1-2
1.2122864315938444,1,1,1,0,15,sbMIL-linear,MACCS,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2nc[nH]c12
0.1372385918897291,1,1,1,0,16,sbMIL-linear,MACCS,Nc1ccc(N=Nc2ccccc2)c(N)c1
-0.16537346766646932,0,1,1,0,17,sbMIL-linear,MACCS,Nc1nc2c(s1)CCc1ncccc1-2
-0.128888797961483,0,1,1,0,18,sbMIL-linear,MACCS,Nc1ccc(N=Nc2ccccc2)cc1
1.1623014434168097,1,1,1,0,19,sbMIL-linear,MACCS,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
-0.3656125942435309,0,1,1,0,20,sbMIL-linear,MACCS,Nc1ccc2c(c1)Cc1cc(N)ccc1-2
1.178952030971871,1,1,1,0,21,sbMIL-linear,MACCS,Nc1cc2c(cc1[N+](=O)[O-])[nH]c1ccccc12
0.8379638409918294,1,1,1,0,22,sbMIL-linear,MACCS,Nc1ccc(Cc2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
0.8946557658443895,1,1,1,0,23,sbMIL-linear,MACCS,Nc1ccc(-c2ccc([N+](=O)[O-])cc2N)c([N+](=O)[O-])c1
-0.09483303106047525,0,1,1,0,24,sbMIL-linear,MACCS,Nc1ccc2nc3ccc(N)cc3[s+]c2c1
-0.39502212101138356,0,1,1,0,25,sbMIL-linear,MACCS,Nc1ccc2c3c(cccc13)-c1ccccc1-2
0.8375250781220293,1,1,1,0,26,sbMIL-linear,MACCS,Nc1cc(N)c(-c2ccccc2)c([N+](=O)[O-])c1
-0.37323790595269013,0,1,1,0,27,sbMIL-linear,MACCS,Nc1ccc(N)c2ccccc12
-0.3953925044743888,0,1,1,0,28,sbMIL-linear,MACCS,Nc1ccc(Cl)cc1N
-0.30484022506806074,0,1,1,0,29,sbMIL-linear,MACCS,Nc1cccc2cccc(S(=O)(=O)O)c12
0.7440091548941575,1,1,1,0,30,sbMIL-linear,MACCS,Nc1ccc(O)c([N+](=O)[O-])c1
0.26684245077907265,1,1,1,0,31,sbMIL-linear,MACCS,Nn1nnc2c3ccccc3nc-2c1O
0.9166299490575484,1,1,1,0,32,sbMIL-linear,MACCS,Nc1nc(-c2ccc([N+](=O)[O-])s2)cs1
0.8946557658443895,1,1,1,0,33,sbMIL-linear,MACCS,Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
0.7979866322476711,1,1,1,0,34,sbMIL-linear,MACCS,Nc1c(C(=O)O)cc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O
-0.4688325182117037,0,1,1,0,35,sbMIL-linear,MACCS,Nc1ccc(/C=C/c2ccc(N)cc2)cc1
0.7761591527190207,1,1,1,0,36,sbMIL-linear,MACCS,Nc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1
-0.03548584341899763,0,0,2,0,0,sbMIL-linear,MACCS,Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c(O)c12
-0.43657187676500486,0,0,2,0,1,sbMIL-linear,MACCS,Nc1cc(S(=O)(=O)O)ccc1Cl
0.8504960372930231,1,0,2,0,2,sbMIL-linear,MACCS,Nc1cccc(O)c1[N+](=O)[O-]
-0.6274985720056314,0,0,2,0,3,sbMIL-linear,MACCS,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
-0.2908690055312657,0,0,2,0,4,sbMIL-linear,MACCS,Nc1nc2ccccc2s1
-0.5882361634917928,0,0,2,0,5,sbMIL-linear,MACCS,Nc1c(Cl)cc(Cl)cc1Cl
-0.408989352029383,0,0,2,0,6,sbMIL-linear,MACCS,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
-0.47830165348684883,0,0,2,0,7,sbMIL-linear,MACCS,Nc1c(O)cccc1C(=O)O
-0.6459803645056237,0,0,2,0,8,sbMIL-linear,MACCS,Nc1ccccc1C(F)(F)F
-0.392860129736316,0,0,2,0,9,sbMIL-linear,MACCS,Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1
0.0013924329235253108,1,0,2,0,10,sbMIL-linear,MACCS,Nc1ccccn1
-0.5003446527394,0,0,2,0,11,sbMIL-linear,MACCS,Nc1ccc(Cc2cc(O)c(N)c(Cl)c2)cc1Cl
-0.4958089986603599,0,1,2,0,12,sbMIL-linear,MACCS,Nc1ccc2c(ccc3c4ccccc4ccc23)c1
-0.28057240530639405,0,1,2,0,13,sbMIL-linear,MACCS,Nc1ccc2ccccc2c1S(=O)(=O)O
-0.06151341973775504,0,1,2,0,14,sbMIL-linear,MACCS,Nc1cccc2cnsc12
-0.5222111184999647,0,1,2,0,15,sbMIL-linear,MACCS,Nc1cc(Cl)c(N)c(Cl)c1
-0.21901044634574585,0,1,2,0,16,sbMIL-linear,MACCS,Nc1ccc(Cc2ccc(NO)c(Cl)c2)cc1Cl
