,predicted,predicted labal,true label,fold,iteration,index,model,encoding,smiles
333,1.6489586266355298,1,0,0,0,0,sMIL_quadratic,MACCS,Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1
334,-2.103100886482281,0,0,0,0,1,sMIL_quadratic,MACCS,Nc1ccc2c(=O)[nH]sc2c1
335,2.124965049909288,1,0,0,0,2,sMIL_quadratic,MACCS,Nc1nc2ncnc-2c[nH]1
336,1.4165623017859093,1,0,0,0,3,sMIL_quadratic,MACCS,Nc1cc(S(=O)(=O)O)ccc1O
337,3.271320899550714,1,0,0,0,4,sMIL_quadratic,MACCS,Nc1ccccc1Cl
338,0.9139180663183348,1,0,0,0,5,sMIL_quadratic,MACCS,Nc1ccccc1C(=O)OC1CCCCC1
339,-0.7397786313832155,0,0,0,0,6,sMIL_quadratic,MACCS,Nc1ccc(S(=O)(=O)[O-])cc1
340,-0.02680209322517846,0,0,0,0,7,sMIL_quadratic,MACCS,Nc1nc(O)nc2c1ncn2C1OC(CO)C(O)C1O
341,0.9433779500637522,1,0,0,0,8,sMIL_quadratic,MACCS,Nc1c2ccccc2nc2ccccc12
342,-0.9910501831546341,0,0,0,0,9,sMIL_quadratic,MACCS,Nc1nc[nH]n1
343,0.423890758532097,1,0,0,0,10,sMIL_quadratic,MACCS,Nc1nc2ccccc2[nH]1
344,3.056489897309609,1,0,0,0,11,sMIL_quadratic,MACCS,Nc1cc(Cl)cc(Cl)c1O
345,-0.3329511738032671,0,0,0,0,12,sMIL_quadratic,MACCS,Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1N=Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-]
346,4.689133588548238,1,1,0,0,13,sMIL_quadratic,MACCS,Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c12
347,5.3531564207360205,1,1,0,0,14,sMIL_quadratic,MACCS,Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1
348,-3.955002577045203,0,1,0,0,15,sMIL_quadratic,MACCS,Nc1nc(NO)c2ncn(C3OC(CO)C(O)C3O)c2n1
349,2.886422810990549,1,1,0,0,16,sMIL_quadratic,MACCS,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
350,0.41995383275596176,1,1,0,0,17,sMIL_quadratic,MACCS,Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1
351,3.538431266256648,1,1,0,0,18,sMIL_quadratic,MACCS,Nc1ccc(-c2ccc(Cl)cc2)cc1
352,3.907870463097016,1,1,0,0,19,sMIL_quadratic,MACCS,Nc1cc([N+](=O)[O-])ccc1O
353,18.323609383097935,1,1,0,0,20,sMIL_quadratic,MACCS,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4ccc(O)cc4)cc3)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12
