,predicted,predicted labal,true label,fold,iteration,index,model,encoding,smiles
0,0.9933252242454077,1,0,0,0,0,NSK linear,MACCS,O=c1c2ccccc2c(=O)c2c1ccc1c2[nH]c2c3c(=O)c4ccccc4c(=O)c3c3[nH]c4c(ccc5c(=O)c6ccccc6c(=O)c54)c3c12
1,1.221676670735559,1,1,0,0,1,NSK linear,MACCS,O=c1c2ccccc2c(=O)c2c1ccc1c2[nH]c2c3c(=O)c4ccccc4c(=O)c3c3[nH]c4c(ccc5c(=O)c6ccccc6c(=O)c54)c3c12
2,-0.7634815734472185,0,0,0,0,2,NSK linear,MACCS,Oc1cc2c3ccccc3ccc2c2ccccc12
3,1.7023323418591296,1,1,0,0,3,NSK linear,MACCS,Oc1cc2c3ccccc3ccc2c2ccccc12
4,-0.6822374681994243,0,0,0,0,4,NSK linear,MACCS,CCSCCSP(=O)(OC)OC
5,0.40680438678558406,1,1,0,0,5,NSK linear,MACCS,CCSCCSP(=O)(OC)OC
6,-0.5823312579770796,0,0,0,0,6,NSK linear,MACCS,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
7,-0.42450525779468357,0,0,0,0,7,NSK linear,MACCS,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
8,0.7062183755089891,1,1,0,0,8,NSK linear,MACCS,COC(C)CCO
9,0.40634799078292294,1,0,0,0,9,NSK linear,MACCS,COC(C)CCO
10,-0.06365832218401968,0,0,0,0,10,NSK linear,MACCS,CC(=O)N(O)c1ccc(Oc2ccccc2)cc1
11,0.04899071536326527,1,1,0,0,11,NSK linear,MACCS,CC(=O)N(O)c1ccc(Oc2ccccc2)cc1
12,-0.5908902329858742,0,0,0,0,12,NSK linear,MACCS,CC(C)(C)C(Br)C(=O)Nc1ccccc1
13,-0.12020323351633311,0,0,0,0,13,NSK linear,MACCS,CC(C)(C)C(Br)C(=O)Nc1ccccc1
14,-0.5266581182522062,0,0,0,0,14,NSK linear,MACCS,COC(N)=O
15,-0.6555514705116806,0,1,0,0,15,NSK linear,MACCS,COC(N)=O
16,0.3368012157360961,1,1,0,0,16,NSK linear,MACCS,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1
17,1.6641456033647346,1,1,0,0,17,NSK linear,MACCS,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1
18,2.593540251276766,1,1,0,0,18,NSK linear,MACCS,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1
19,-0.1558464710570907,0,0,0,0,19,NSK linear,MACCS,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1
20,1.6762927190869874,1,1,0,0,20,NSK linear,MACCS,CN=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)C=C1
21,1.636834448643298,1,1,0,0,21,NSK linear,MACCS,CN=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)C=C1
22,0.34902557251996513,1,1,0,0,22,NSK linear,MACCS,Nc1ccccc1SCCSc1ccccc1N
23,1.9523602265527522,1,1,0,0,23,NSK linear,MACCS,Nc1ccccc1SCCSc1ccccc1N
24,-0.36390589629351666,0,0,0,0,24,NSK linear,MACCS,C[n+]1ccc(-c2cc[n+](C)cc2)cc1
25,-1.5970961003003081,0,0,0,0,25,NSK linear,MACCS,C[n+]1ccc(-c2cc[n+](C)cc2)cc1
26,-1.843641632201301,0,0,0,0,26,NSK linear,MACCS,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1
27,-0.5783430111997986,0,0,0,0,27,NSK linear,MACCS,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1
28,-0.15720829168080241,0,0,0,0,28,NSK linear,MACCS,N#Cc1ccccc1C#N
29,2.07331334728585,1,1,0,0,29,NSK linear,MACCS,N#Cc1ccccc1C#N
30,1.6672561044509342,1,1,0,0,30,NSK linear,MACCS,ClC(Cl)(Cl)c1ccccc1
31,1.18991587427629,1,1,0,0,31,NSK linear,MACCS,ClC(Cl)(Cl)c1ccccc1
32,1.5311802033544222,1,1,0,0,32,NSK linear,MACCS,CCCON=O
33,0.2804856991930411,1,0,0,0,33,NSK linear,MACCS,CCCON=O
34,0.05927027592839629,1,1,0,0,34,NSK linear,MACCS,C[C@@H]1C=Cc2c1ccc1c2ccc2ccccc21
35,-0.22568500576773848,0,0,0,0,35,NSK linear,MACCS,C[C@@H]1C=Cc2c1ccc1c2ccc2ccccc21
36,0.18856732611418525,1,1,0,0,36,NSK linear,MACCS,O=[N+]([O-])c1cccc2c1ccc1cccc([N+](=O)[O-])c12
37,0.3205247450796066,1,1,0,0,37,NSK linear,MACCS,O=[N+]([O-])c1cccc2c1ccc1cccc([N+](=O)[O-])c12
38,0.3814291075276145,1,0,0,0,38,NSK linear,MACCS,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(O)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c2c1O
39,-1.211143605742849,0,0,0,0,39,NSK linear,MACCS,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(O)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c2c1O
40,-0.6294642490093127,0,0,0,0,40,NSK linear,MACCS,Nc1ccc2c3c(cccc13)-c1ccccc1-2
41,-0.37032797383876503,0,0,0,0,41,NSK linear,MACCS,Nc1ccc2c3c(cccc13)-c1ccccc1-2
42,-0.5078468819673351,0,0,0,0,42,NSK linear,MACCS,CC[N+]([O-])(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
43,2.102902607064715,1,0,0,0,43,NSK linear,MACCS,CC[N+]([O-])(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
44,2.8718997490141516,1,1,0,0,44,NSK linear,MACCS,O=C(c1ccc2c(c1)OCO2)[C@@H]1CO1
45,-0.8701640059690012,0,1,0,0,45,NSK linear,MACCS,O=C(c1ccc2c(c1)OCO2)[C@@H]1CO1
46,-1.6478843442017066,0,0,0,0,46,NSK linear,MACCS,Cc1cccc(CN(C)N=O)c1
47,1.3376936261676553,1,1,0,0,47,NSK linear,MACCS,Cc1cccc(CN(C)N=O)c1
48,0.38611731973524444,1,1,0,0,48,NSK linear,MACCS,COC(=O)/C(C#N)=C/c1ccco1
49,0.10294513092385049,1,1,0,0,49,NSK linear,MACCS,COC(=O)/C(C#N)=C/c1ccco1
50,0.9318811473066618,1,1,0,0,50,NSK linear,MACCS,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
51,-0.7238284237711053,0,0,0,0,51,NSK linear,MACCS,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
52,0.7303605842131121,1,0,0,0,52,NSK linear,MACCS,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
53,-0.14483137301573246,0,1,0,0,53,NSK linear,MACCS,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
54,-0.812524216819225,0,0,0,0,54,NSK linear,MACCS,COCCO
55,-0.7621757935728369,0,0,0,0,55,NSK linear,MACCS,COCCO
56,2.7057273276625753,1,1,0,0,56,NSK linear,MACCS,CNc1ccccc1
57,-0.5944003491153865,0,0,0,0,57,NSK linear,MACCS,CNc1ccccc1
58,-0.016100044791950263,0,0,0,0,58,NSK linear,MACCS,O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=CCC4
59,0.6742267790538438,1,1,0,0,59,NSK linear,MACCS,O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=CCC4
60,-0.31455727297012,0,1,0,0,60,NSK linear,MACCS,Nc1ncnc2c1nc(-c1ccc([N+](=O)[O-])cc1)n2-c1ccc([N+](=O)[O-])cc1
61,-0.7023639121978781,0,0,0,0,61,NSK linear,MACCS,Nc1ncnc2c1nc(-c1ccc([N+](=O)[O-])cc1)n2-c1ccc([N+](=O)[O-])cc1
62,1.5846366997807655,1,0,0,0,62,NSK linear,MACCS,O=[N+]([O-])c1ccc(-c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1
63,-0.9193009140678068,0,0,0,0,63,NSK linear,MACCS,O=[N+]([O-])c1ccc(-c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1
64,-0.19095459333589493,0,0,0,0,64,NSK linear,MACCS,COc1cc([N+](=O)[O-])ccc1N
65,4.584110575197807,1,1,0,0,65,NSK linear,MACCS,COc1cc([N+](=O)[O-])ccc1N
66,-0.47260052133181696,0,0,0,0,66,NSK linear,MACCS,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
67,-0.5785422643208741,0,1,0,0,67,NSK linear,MACCS,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
68,-0.8644439656460399,0,0,0,0,68,NSK linear,MACCS,CCN(N)c1ccccc1
69,-0.0317197692255764,0,0,0,0,69,NSK linear,MACCS,CCN(N)c1ccccc1
70,1.7029348536952913,1,1,0,0,70,NSK linear,MACCS,N/C(=N\OS(=O)(=O)O)c1ccccc1
71,-0.1216229767256265,0,0,0,0,71,NSK linear,MACCS,N/C(=N\OS(=O)(=O)O)c1ccccc1
72,2.797239671666381,1,1,0,0,72,NSK linear,MACCS,Cn1c(N)nc2c3cnccc3ccc21
73,0.5972324245243689,1,1,0,0,73,NSK linear,MACCS,Cn1c(N)nc2c3cnccc3ccc21
74,-1.4126415537274888,0,1,0,0,74,NSK linear,MACCS,CCOC[C@H]1CO1
75,0.31147194232478537,1,0,0,0,75,NSK linear,MACCS,CCOC[C@H]1CO1
76,2.5438218029569257,1,1,0,0,76,NSK linear,MACCS,O=C(Nc1ccccc1)Nc1snc2ccccc12
77,-0.7163759246035062,0,0,0,0,77,NSK linear,MACCS,O=C(Nc1ccccc1)Nc1snc2ccccc12
78,0.6514136675833128,1,1,0,0,78,NSK linear,MACCS,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
79,0.7668096043463316,1,1,0,0,79,NSK linear,MACCS,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
80,0.30466330185616763,1,1,0,0,80,NSK linear,MACCS,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C
81,-1.2110801728649057,0,0,0,0,81,NSK linear,MACCS,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C
82,-1.6564634471968565,0,0,0,0,82,NSK linear,MACCS,O=C(CCl)c1ccccc1
83,1.6400147196032866,1,1,0,0,83,NSK linear,MACCS,O=C(CCl)c1ccccc1
84,0.6715739981851468,1,1,0,0,84,NSK linear,MACCS,NCCc1c[nH]cn1
85,0.9793675410926478,1,1,0,0,85,NSK linear,MACCS,NCCc1c[nH]cn1
86,0.5773497931389983,1,0,0,0,86,NSK linear,MACCS,Oc1ccc(Nc2ccc3ccccc3c2)cc1
87,-1.0126645807801393,0,0,0,0,87,NSK linear,MACCS,Oc1ccc(Nc2ccc3ccccc3c2)cc1
